IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
54.245.157.194,443,443,true,PDX,North America,US,Portland,255,9.35
34.219.51.39,443,443,true,SEA,North America,US,Seattle,442,9.35
35.88.150.124,443,443,true,SEA,North America,US,Seattle,302,9.35
52.43.219.106,443,443,true,SEA,North America,US,Seattle,339,9.35
44.243.216.112,443,443,true,SEA,North America,US,Seattle,337,9.35
34.221.180.51,443,443,true,SEA,North America,US,Seattle,320,9.35
35.88.143.58,443,443,true,SEA,North America,US,Seattle,273,9.34
54.191.65.215,443,443,true,PDX,North America,US,Portland,261,9.34
18.246.216.49,443,443,true,SEA,North America,US,Seattle,220,9.34
54.245.42.30,443,443,true,PDX,North America,US,Portland,279,9.34
52.89.7.131,443,443,true,SEA,North America,US,Seattle,244,9.34
54.71.123.139,443,443,true,PDX,North America,US,Portland,257,9.34
35.89.139.35,443,443,true,SEA,North America,US,Seattle,279,9.34
52.25.11.252,443,443,true,SEA,North America,US,Seattle,271,9.33
44.242.225.200,443,443,true,SEA,North America,US,Seattle,247,9.33
52.38.118.189,443,443,true,SEA,North America,US,Seattle,399,9.33
34.219.65.212,443,443,true,SEA,North America,US,Seattle,399,9.33
52.11.40.190,443,443,true,SEA,North America,US,Seattle,230,9.33
35.91.119.216,443,443,true,SEA,North America,US,Seattle,218,9.33
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,316,9.33
54.218.60.80,443,443,true,SEA,North America,US,Seattle,294,9.33
54.202.149.59,443,443,true,SEA,North America,US,Seattle,272,9.33
54.68.99.46,443,443,true,PDX,North America,US,Portland,218,9.33
52.88.21.164,443,443,true,PDX,North America,US,Portland,293,9.33
34.215.211.71,443,443,true,SEA,North America,US,Seattle,354,9.33
34.209.252.189,443,443,true,SEA,North America,US,Seattle,329,9.33
54.212.23.244,443,443,true,SEA,North America,US,Seattle,275,9.32
35.93.19.204,443,443,true,SEA,North America,US,Seattle,248,9.32
34.217.77.213,443,443,true,SEA,North America,US,Seattle,306,9.32
34.210.231.86,443,443,true,SEA,North America,US,Seattle,218,9.32
52.13.212.72,443,443,true,PDX,North America,US,Portland,220,9.32
35.86.79.227,443,443,true,SEA,North America,US,Seattle,233,9.32
54.191.176.232,443,443,true,SEA,North America,US,Seattle,281,9.31
54.218.60.80,443,443,true,PDX,North America,US,Portland,353,9.31
34.216.77.116,443,443,true,SEA,North America,US,Seattle,257,9.31
52.89.56.33,443,443,true,SEA,North America,US,Seattle,381,9.31
47.128.232.207,443,443,true,SIN,Asia Pacific,SG,Singapore,236,9.31
54.191.198.182,443,443,true,SEA,North America,US,Seattle,247,9.30
34.214.104.193,8443,443,true,SEA,North America,US,Seattle,269,9.30
35.93.31.9,443,443,true,SEA,North America,US,Seattle,226,9.30
44.242.225.200,443,443,true,SEA,North America,US,Seattle,346,9.30
35.161.176.112,443,443,true,SEA,North America,US,Seattle,353,9.30
34.223.205.243,443,443,true,PDX,North America,US,Portland,332,9.30
52.11.0.209,443,443,true,SEA,North America,US,Seattle,281,9.30
54.186.65.205,443,443,true,SEA,North America,US,Seattle,232,9.30
54.185.12.23,443,443,true,SEA,North America,US,Seattle,218,9.30
54.201.252.62,443,443,true,SEA,North America,US,Seattle,257,9.30
54.203.21.227,443,443,true,PDX,North America,US,Portland,468,9.30
34.217.209.99,443,443,true,PDX,North America,US,Portland,246,9.29
34.217.214.188,443,443,true,SEA,North America,US,Seattle,264,9.29
54.218.77.160,443,443,true,PDX,North America,US,Portland,304,9.29
52.38.3.117,443,443,true,SEA,North America,US,Seattle,395,9.29
54.244.57.216,443,443,true,PDX,North America,US,Portland,243,9.29
54.245.155.49,443,443,true,PDX,North America,US,Portland,238,9.29
34.220.228.210,443,443,true,SEA,North America,US,Seattle,220,9.29
52.12.162.159,443,443,true,SEA,North America,US,Seattle,389,9.29
54.202.86.188,443,443,true,PDX,North America,US,Portland,225,9.28
54.185.23.215,443,443,true,PDX,North America,US,Portland,342,9.28
44.243.245.43,443,443,true,SEA,North America,US,Seattle,261,9.28
54.186.167.251,443,443,true,SEA,North America,US,Seattle,310,9.28
34.222.160.79,443,443,true,PDX,North America,US,Portland,356,9.28
34.220.119.208,443,443,true,SEA,North America,US,Seattle,330,9.28
54.218.59.224,443,443,true,SEA,North America,US,Seattle,275,9.28
54.186.168.78,443,443,true,PDX,North America,US,Portland,322,9.28
35.92.142.32,443,443,true,SEA,North America,US,Seattle,230,9.28
3.68.197.87,8080,443,true,FRA,Europe,DE,Frankfurt,242,9.28
35.92.168.205,443,443,true,SEA,North America,US,Seattle,281,9.27
35.161.251.107,443,443,true,SEA,North America,US,Seattle,215,9.27
18.169.193.191,443,443,true,LHR,Europe,GB,London,336,9.27
34.212.24.38,443,443,true,SEA,North America,US,Seattle,256,9.27
34.220.171.252,443,443,true,SEA,North America,US,Seattle,230,9.27
54.202.119.6,443,443,true,PDX,North America,US,Portland,267,9.27
54.149.52.69,443,443,true,SEA,North America,US,Seattle,257,9.26
54.186.237.124,443,443,true,SEA,North America,US,Seattle,274,9.26
52.12.162.159,443,443,true,PDX,North America,US,Portland,314,9.26
35.93.39.211,443,443,true,SEA,North America,US,Seattle,272,9.25
52.40.145.162,443,443,true,SEA,North America,US,Seattle,211,9.25
54.213.166.87,443,443,true,PDX,North America,US,Portland,266,9.25
52.42.18.247,443,443,true,SEA,North America,US,Seattle,247,9.25
35.91.245.151,443,443,true,SEA,North America,US,Seattle,262,9.25
35.163.186.75,443,443,true,SEA,North America,US,Seattle,234,9.25
67.226.223.195,80,443,true,LHR,Europe,GB,London,440,9.25
54.189.158.193,443,443,true,SEA,North America,US,Seattle,253,9.24
18.237.93.8,443,443,true,SEA,North America,US,Seattle,225,9.24
44.243.99.210,443,443,true,SEA,North America,US,Seattle,290,9.24
54.218.39.144,443,443,true,PDX,North America,US,Portland,230,9.24
34.212.82.22,443,443,true,SEA,North America,US,Seattle,229,9.24
54.244.75.190,443,443,true,PDX,North America,US,Portland,322,9.24
54.200.206.23,443,443,true,SEA,North America,US,Seattle,220,9.23
54.188.36.112,443,443,true,PDX,North America,US,Portland,284,9.23
54.185.195.202,443,443,true,SEA,North America,US,Seattle,331,9.23
52.10.230.80,443,443,true,SEA,North America,US,Seattle,300,9.23
52.89.7.131,443,443,true,SEA,North America,US,Seattle,236,9.23
34.216.71.8,443,443,true,SEA,North America,US,Seattle,337,9.23
54.200.111.48,443,443,true,SEA,North America,US,Seattle,268,9.23
35.90.20.225,443,443,true,SEA,North America,US,Seattle,302,9.22
35.164.159.45,443,443,true,SEA,North America,US,Seattle,346,9.22
34.220.210.132,443,443,true,SEA,North America,US,Seattle,280,9.22
34.220.188.196,443,443,true,SEA,North America,US,Seattle,231,9.21
35.165.70.80,443,443,true,SEA,North America,US,Seattle,300,9.21
34.213.123.39,443,443,true,SEA,North America,US,Seattle,423,9.21
52.35.18.79,443,443,true,SEA,North America,US,Seattle,263,9.21
34.222.49.244,443,443,true,SEA,North America,US,Seattle,218,9.21
34.216.160.106,443,443,true,SEA,North America,US,Seattle,293,9.21
54.71.123.139,443,443,true,PDX,North America,US,Portland,257,9.21
52.27.188.150,443,443,true,SEA,North America,US,Seattle,318,9.21
34.221.180.51,443,443,true,SEA,North America,US,Seattle,260,9.21
54.191.168.223,443,443,true,SEA,North America,US,Seattle,316,9.21
34.209.218.250,443,443,true,SEA,North America,US,Seattle,243,9.21
34.214.85.157,443,443,true,SEA,North America,US,Seattle,222,9.20
52.42.173.81,443,443,true,SEA,North America,US,Seattle,317,9.20
54.244.75.190,443,443,true,PDX,North America,US,Portland,221,9.20
34.222.149.158,443,443,true,SEA,North America,US,Seattle,327,9.20
34.214.172.22,443,443,true,SEA,North America,US,Seattle,287,9.20
52.88.147.111,443,443,true,SEA,North America,US,Seattle,364,9.19
52.37.208.64,443,443,true,SEA,North America,US,Seattle,269,9.19
52.38.154.206,443,443,true,SEA,North America,US,Seattle,337,9.19
35.90.5.209,443,443,true,SEA,North America,US,Seattle,286,9.19
34.213.78.124,443,443,true,SEA,North America,US,Seattle,352,9.19
54.187.179.49,443,443,true,PDX,North America,US,Portland,303,9.19
35.88.156.154,443,443,true,SEA,North America,US,Seattle,322,9.19
54.185.230.15,443,443,true,SEA,North America,US,Seattle,309,9.19
52.89.100.174,443,443,true,SEA,North America,US,Seattle,285,9.18
54.213.215.13,2053,443,true,PDX,North America,US,Portland,257,9.18
35.166.123.240,443,443,true,SEA,North America,US,Seattle,428,9.18
54.70.201.49,443,443,true,PDX,North America,US,Portland,269,9.18
54.202.7.106,443,443,true,PDX,North America,US,Portland,240,9.18
52.12.184.238,443,443,true,SEA,North America,US,Seattle,421,9.18
35.85.40.130,443,443,true,SEA,North America,US,Seattle,423,9.18
54.200.159.196,443,443,true,PDX,North America,US,Portland,289,9.17
54.202.86.188,443,443,true,SEA,North America,US,Seattle,327,9.17
35.89.160.188,8443,443,true,SEA,North America,US,Seattle,313,9.17
52.42.235.184,443,443,true,SEA,North America,US,Seattle,357,9.17
35.91.110.254,443,443,true,SEA,North America,US,Seattle,246,9.17
35.166.232.64,443,443,true,SEA,North America,US,Seattle,387,9.17
54.148.144.164,443,443,true,SEA,North America,US,Seattle,336,9.17
44.243.17.25,443,443,true,SEA,North America,US,Seattle,217,9.16
34.216.247.23,443,443,true,SEA,North America,US,Seattle,283,9.16
52.89.242.241,443,443,true,SEA,North America,US,Seattle,234,9.16
34.209.145.119,443,443,true,SEA,North America,US,Seattle,337,9.15
54.200.169.117,443,443,true,PDX,North America,US,Portland,318,9.15
52.41.189.178,443,443,true,SEA,North America,US,Seattle,290,9.15
34.219.117.33,443,443,true,PDX,North America,US,Portland,408,9.15
34.210.65.43,443,443,true,SEA,North America,US,Seattle,330,9.15
52.12.169.104,443,443,true,SEA,North America,US,Seattle,354,9.15
34.219.121.10,443,443,true,SEA,North America,US,Seattle,316,9.15
34.208.221.169,443,443,true,PDX,North America,US,Portland,249,9.15
35.88.140.232,443,443,true,SEA,North America,US,Seattle,292,9.15
54.202.221.202,443,443,true,SEA,North America,US,Seattle,232,9.14
34.220.168.80,443,443,true,SEA,North America,US,Seattle,212,9.14
34.219.160.212,443,443,true,SEA,North America,US,Seattle,379,9.14
35.95.21.5,443,443,true,SEA,North America,US,Seattle,357,9.14
54.191.141.108,443,443,true,SEA,North America,US,Seattle,217,9.14
52.32.120.250,443,443,true,SEA,North America,US,Seattle,330,9.14
54.244.57.46,443,443,true,PDX,North America,US,Portland,455,9.13
35.161.254.96,443,443,true,SEA,North America,US,Seattle,333,9.13
35.164.15.14,443,443,true,SEA,North America,US,Seattle,354,9.13
44.243.19.52,443,443,true,SEA,North America,US,Seattle,388,9.13
3.139.83.4,443,443,true,IAD,North America,US,Ashburn,321,9.13
54.191.14.248,443,443,true,SEA,North America,US,Seattle,267,9.13
3.142.195.147,443,443,true,IAD,North America,US,Ashburn,237,9.13
34.210.23.185,443,443,true,SEA,North America,US,Seattle,308,9.13
34.220.195.65,443,443,true,SEA,North America,US,Seattle,338,9.12
54.201.115.121,443,443,true,PDX,North America,US,Portland,279,9.12
52.89.219.134,443,443,true,SEA,North America,US,Seattle,261,9.12
54.218.228.34,443,443,true,PDX,North America,US,Portland,452,9.12
34.215.211.71,443,443,true,SEA,North America,US,Seattle,230,9.12
35.87.39.23,443,443,true,SEA,North America,US,Seattle,237,9.12
54.185.242.150,443,443,true,SEA,North America,US,Seattle,316,9.12
34.212.211.102,443,443,true,SEA,North America,US,Seattle,316,9.12
54.245.42.30,443,443,true,PDX,North America,US,Portland,323,9.12
52.88.193.184,443,443,true,SEA,North America,US,Seattle,289,9.12
18.237.80.141,443,443,true,SEA,North America,US,Seattle,227,9.11
54.190.252.129,443,443,true,SEA,North America,US,Seattle,275,9.11
34.218.238.185,443,443,true,SEA,North America,US,Seattle,294,9.11
34.213.78.124,443,443,true,SEA,North America,US,Seattle,324,9.11
54.202.56.174,443,443,true,PDX,North America,US,Portland,296,9.11
35.94.177.141,443,443,true,SEA,North America,US,Seattle,264,9.11
54.202.86.81,443,443,true,SEA,North America,US,Seattle,260,9.10
34.220.105.193,443,443,true,SEA,North America,US,Seattle,232,9.10
34.215.169.157,443,443,true,SEA,North America,US,Seattle,225,9.10
34.220.128.162,443,443,true,SEA,North America,US,Seattle,289,9.10
34.212.82.22,443,443,true,SEA,North America,US,Seattle,321,9.10
47.128.253.109,443,443,true,SIN,Asia Pacific,SG,Singapore,230,9.10
54.245.157.61,443,443,true,PDX,North America,US,Portland,329,9.10
34.218.239.54,443,443,true,SEA,North America,US,Seattle,253,9.09
35.91.120.4,443,443,true,SEA,North America,US,Seattle,229,9.09
34.210.222.127,443,443,true,PDX,North America,US,Portland,305,9.09
35.165.228.165,443,443,true,SEA,North America,US,Seattle,307,9.09
34.215.139.145,443,443,true,SEA,North America,US,Seattle,286,9.09
34.222.153.142,443,443,true,PDX,North America,US,Portland,251,9.09
34.221.20.125,8443,443,true,SEA,North America,US,Seattle,231,9.09
44.242.214.51,443,443,true,SEA,North America,US,Seattle,327,9.09
54.213.239.129,443,443,true,SEA,North America,US,Seattle,291,9.09
52.27.119.140,443,443,true,SEA,North America,US,Seattle,312,9.09
35.165.7.211,443,443,true,SEA,North America,US,Seattle,409,9.09
52.88.84.7,443,443,true,SEA,North America,US,Seattle,343,9.08
54.188.5.211,443,443,true,PDX,North America,US,Portland,291,9.08
54.186.108.196,443,443,true,PDX,North America,US,Portland,381,9.08
54.185.195.202,443,443,true,PDX,North America,US,Portland,235,9.08
34.212.66.246,443,443,true,SEA,North America,US,Seattle,351,9.08
204.110.220.29,80,443,true,SJC,North America,US,San Jose,200,9.08
67.226.223.131,80,443,true,LHR,Europe,GB,London,342,9.08
3.149.234.141,443,443,true,IAD,North America,US,Ashburn,328,9.07
34.216.144.41,443,443,true,SEA,North America,US,Seattle,239,9.07
35.85.216.201,443,443,true,SEA,North America,US,Seattle,242,9.07
54.244.187.251,443,443,true,PDX,North America,US,Portland,269,9.07
34.212.97.20,443,443,true,SEA,North America,US,Seattle,242,9.07
34.219.58.250,443,443,true,PDX,North America,US,Portland,360,9.07
54.200.144.234,443,443,true,SEA,North America,US,Seattle,331,9.07
18.237.118.236,443,443,true,SEA,North America,US,Seattle,253,9.07
54.151.9.4,80,443,true,SJC,North America,US,San Jose,415,9.06
44.243.42.227,443,443,true,PDX,North America,US,Portland,337,9.06
18.236.69.39,443,443,true,SEA,North America,US,Seattle,247,9.06
35.87.72.230,443,443,true,SEA,North America,US,Seattle,298,9.06
54.245.45.219,443,443,true,PDX,North America,US,Portland,263,9.06
54.218.161.99,443,443,true,SEA,North America,US,Seattle,253,9.06
35.95.24.71,443,443,true,SEA,North America,US,Seattle,263,9.06
54.202.68.14,443,443,true,PDX,North America,US,Portland,269,9.06
52.27.147.34,443,443,true,SEA,North America,US,Seattle,307,9.06
34.222.0.44,443,443,true,SEA,North America,US,Seattle,255,9.05
3.137.221.83,443,443,true,IAD,North America,US,Ashburn,227,9.05
50.112.17.143,443,443,true,PDX,North America,US,Portland,358,9.05
34.218.230.51,443,443,true,PDX,North America,US,Portland,351,9.05
52.12.184.238,443,443,true,SEA,North America,US,Seattle,237,9.04
54.218.61.121,443,443,true,PDX,North America,US,Portland,328,9.04
52.33.222.117,443,443,true,SEA,North America,US,Seattle,372,9.04
52.41.227.102,443,443,true,SEA,North America,US,Seattle,261,9.04
34.220.229.106,443,443,true,SEA,North America,US,Seattle,304,9.04
54.177.196.101,80,443,true,SJC,North America,US,San Jose,345,9.04
35.161.137.23,443,443,true,SEA,North America,US,Seattle,239,9.04
44.243.34.221,443,443,true,SEA,North America,US,Seattle,320,9.03
34.217.103.220,443,443,true,SEA,North America,US,Seattle,396,9.03
34.218.251.148,443,443,true,SEA,North America,US,Seattle,293,9.03
35.85.64.54,443,443,true,SEA,North America,US,Seattle,226,9.03
51.20.161.26,443,443,true,ARN,Europe,SE,Stockholm,338,9.03
35.165.75.246,443,443,true,SEA,North America,US,Seattle,316,9.03
52.41.227.102,443,443,true,SEA,North America,US,Seattle,320,9.02
34.220.105.193,443,443,true,SEA,North America,US,Seattle,275,9.02
52.26.1.249,443,443,true,SEA,North America,US,Seattle,393,9.02
34.217.148.96,443,443,true,SEA,North America,US,Seattle,419,9.01
34.222.32.52,443,443,true,SEA,North America,US,Seattle,296,9.01
54.245.34.248,443,443,true,PDX,North America,US,Portland,398,9.01
34.222.0.44,443,443,true,SEA,North America,US,Seattle,309,9.01
54.71.225.202,443,443,true,PDX,North America,US,Portland,362,9.01
54.191.177.42,443,443,true,SEA,North America,US,Seattle,245,9.01
35.161.229.227,443,443,true,SEA,North America,US,Seattle,395,9.00
52.89.56.33,443,443,true,SEA,North America,US,Seattle,363,9.00
52.88.214.227,443,443,true,SEA,North America,US,Seattle,343,9.00
54.202.56.174,443,443,true,SEA,North America,US,Seattle,285,9.00
3.18.162.191,2096,443,true,ORD,North America,US,Chicago,258,9.00
35.166.157.195,443,443,true,SEA,North America,US,Seattle,432,9.00
52.26.0.10,443,443,true,SEA,North America,US,Seattle,250,9.00
54.200.224.192,443,443,true,PDX,North America,US,Portland,302,9.00
18.246.216.233,443,443,true,SEA,North America,US,Seattle,365,9.00
35.95.2.151,443,443,true,SEA,North America,US,Seattle,282,9.00
54.202.86.81,443,443,true,SEA,North America,US,Seattle,373,8.99
54.201.122.129,443,443,true,SEA,North America,US,Seattle,225,8.99
52.25.9.240,443,443,true,SEA,North America,US,Seattle,408,8.99
35.86.92.161,443,443,true,SEA,North America,US,Seattle,234,8.99
3.79.92.152,443,443,true,FRA,Europe,DE,Frankfurt,378,8.99
67.226.221.227,80,443,true,SJC,North America,US,San Jose,386,8.99
54.71.22.209,443,443,true,PDX,North America,US,Portland,344,8.99
54.187.212.113,8443,443,true,PDX,North America,US,Portland,220,8.99
35.92.141.38,443,443,true,SEA,North America,US,Seattle,220,8.99
3.18.196.26,443,443,true,YYZ,North America,CA,Toronto,432,8.98
35.160.120.234,443,443,true,SEA,North America,US,Seattle,295,8.98
34.209.87.172,443,443,true,SEA,North America,US,Seattle,226,8.98
35.93.141.47,443,443,true,SEA,North America,US,Seattle,219,8.98
34.221.20.125,8443,443,true,SEA,North America,US,Seattle,341,8.97
54.202.119.6,443,443,true,SEA,North America,US,Seattle,236,8.97
54.213.239.129,443,443,true,PDX,North America,US,Portland,287,8.97
44.242.209.26,443,443,true,SEA,North America,US,Seattle,306,8.97
35.161.241.79,443,443,true,SEA,North America,US,Seattle,369,8.97
54.191.245.90,443,443,true,SEA,North America,US,Seattle,457,8.97
52.39.87.39,443,443,true,SEA,North America,US,Seattle,221,8.97
67.226.221.201,443,443,true,SJC,North America,US,San Jose,401,8.96
35.165.233.59,443,443,true,SEA,North America,US,Seattle,359,8.96
52.41.13.77,443,443,true,SEA,North America,US,Seattle,221,8.96
34.217.125.72,443,443,true,SEA,North America,US,Seattle,289,8.96
3.136.20.191,443,443,true,IAD,North America,US,Ashburn,279,8.96
44.243.23.52,443,443,true,SEA,North America,US,Seattle,246,8.96
35.163.119.237,443,443,true,SEA,North America,US,Seattle,306,8.96
34.219.166.126,443,443,true,SEA,North America,US,Seattle,376,8.96
35.164.141.65,443,443,true,SEA,North America,US,Seattle,266,8.96
54.188.17.68,443,443,true,PDX,North America,US,Portland,240,8.96
44.244.34.70,443,443,true,PDX,North America,US,Portland,346,8.95
18.237.76.199,443,443,true,SEA,North America,US,Seattle,224,8.95
18.246.211.189,443,443,true,SEA,North America,US,Seattle,288,8.95
52.12.166.5,443,443,true,SEA,North America,US,Seattle,413,8.95
54.214.217.82,443,443,true,SEA,North America,US,Seattle,320,8.95
34.220.228.210,443,443,true,SEA,North America,US,Seattle,253,8.94
54.187.101.21,443,443,true,PDX,North America,US,Portland,310,8.94
52.89.64.209,443,443,true,SEA,North America,US,Seattle,323,8.94
34.218.253.120,443,443,true,SEA,North America,US,Seattle,237,8.94
34.220.169.223,443,443,true,SEA,North America,US,Seattle,340,8.94
52.24.52.243,443,443,true,SEA,North America,US,Seattle,337,8.94
54.188.101.214,443,443,true,SEA,North America,US,Seattle,218,8.94
35.91.154.134,443,443,true,SEA,North America,US,Seattle,271,8.94
52.36.204.173,443,443,true,SEA,North America,US,Seattle,343,8.94
52.12.71.23,443,443,true,SEA,North America,US,Seattle,290,8.94
44.244.34.70,443,443,true,SEA,North America,US,Seattle,249,8.93
34.217.68.154,443,443,true,SEA,North America,US,Seattle,310,8.93
54.176.113.170,80,443,true,SJC,North America,US,San Jose,325,8.93
34.220.178.25,443,443,true,SEA,North America,US,Seattle,250,8.93
18.223.159.4,443,443,true,IAD,North America,US,Ashburn,233,8.92
35.90.246.86,443,443,true,SEA,North America,US,Seattle,272,8.92
34.219.10.156,443,443,true,PDX,North America,US,Portland,298,8.92
35.93.154.20,443,443,true,SEA,North America,US,Seattle,383,8.92
54.244.181.106,443,443,true,PDX,North America,US,Portland,382,8.92
34.222.144.196,443,443,true,PDX,North America,US,Portland,384,8.91
52.38.159.144,443,443,true,SEA,North America,US,Seattle,366,8.91
52.13.8.145,443,443,true,SEA,North America,US,Seattle,382,8.91
44.244.35.71,443,443,true,SEA,North America,US,Seattle,399,8.91
35.87.176.131,443,443,true,SEA,North America,US,Seattle,362,8.91
34.213.96.202,443,443,true,SEA,North America,US,Seattle,426,8.91
44.243.94.208,443,443,true,PDX,North America,US,Portland,311,8.91
54.186.168.214,443,443,true,PDX,North America,US,Portland,371,8.91
3.145.214.18,443,443,true,YYZ,North America,CA,Toronto,264,8.90
54.187.240.196,443,443,true,SEA,North America,US,Seattle,354,8.90
54.218.30.83,443,443,true,PDX,North America,US,Portland,315,8.90
54.186.180.111,443,443,true,SEA,North America,US,Seattle,278,8.90
67.226.221.236,80,443,true,SJC,North America,US,San Jose,197,8.90
18.221.188.241,443,443,true,IAD,North America,US,Ashburn,323,8.90
54.185.12.23,443,443,true,SEA,North America,US,Seattle,267,8.89
54.203.45.68,443,443,true,SEA,North America,US,Seattle,330,8.89
54.245.45.219,443,443,true,PDX,North America,US,Portland,241,8.89
54.202.153.192,443,443,true,PDX,North America,US,Portland,290,8.89
52.35.18.79,443,443,true,SEA,North America,US,Seattle,301,8.89
52.89.100.174,443,443,true,SEA,North America,US,Seattle,255,8.89
52.10.126.28,443,443,true,SEA,North America,US,Seattle,218,8.89
35.90.22.138,443,443,true,SEA,North America,US,Seattle,216,8.88
35.91.88.44,443,443,true,SEA,North America,US,Seattle,286,8.88
35.91.178.53,443,443,true,SEA,North America,US,Seattle,327,8.88
35.91.194.112,443,443,true,SEA,North America,US,Seattle,266,8.88
54.213.9.40,443,443,true,PDX,North America,US,Portland,281,8.88
52.40.228.126,443,443,true,SEA,North America,US,Seattle,250,8.87
35.90.13.148,443,443,true,SEA,North America,US,Seattle,281,8.87
34.209.87.172,443,443,true,SEA,North America,US,Seattle,262,8.87
35.161.137.23,443,443,true,SEA,North America,US,Seattle,323,8.87
34.222.0.198,443,443,true,SEA,North America,US,Seattle,246,8.87
52.43.224.109,443,443,true,SEA,North America,US,Seattle,221,8.87
47.129.164.212,443,443,true,SIN,Asia Pacific,SG,Singapore,253,8.87
34.209.213.67,443,443,true,SEA,North America,US,Seattle,334,8.87
34.213.153.29,443,443,true,SEA,North America,US,Seattle,431,8.86
54.201.84.231,443,443,true,SEA,North America,US,Seattle,430,8.86
35.91.110.36,443,443,true,SEA,North America,US,Seattle,358,8.86
35.95.43.93,443,443,true,SEA,North America,US,Seattle,367,8.86
44.243.46.251,443,443,true,PDX,North America,US,Portland,386,8.86
34.217.87.226,443,443,true,SEA,North America,US,Seattle,306,8.85
35.163.67.85,443,443,true,SEA,North America,US,Seattle,219,8.85
44.243.39.249,443,443,true,SEA,North America,US,Seattle,243,8.85
35.95.44.184,443,443,true,SEA,North America,US,Seattle,221,8.85
35.91.206.234,443,443,true,SEA,North America,US,Seattle,271,8.85
35.87.49.137,443,443,true,SEA,North America,US,Seattle,219,8.85
35.90.16.157,443,443,true,SEA,North America,US,Seattle,251,8.84
34.216.160.106,443,443,true,SEA,North America,US,Seattle,370,8.84
54.213.228.70,443,443,true,SEA,North America,US,Seattle,234,8.83
52.12.71.23,443,443,true,SEA,North America,US,Seattle,226,8.83
35.91.96.37,443,443,true,SEA,North America,US,Seattle,234,8.83
52.42.173.81,443,443,true,SEA,North America,US,Seattle,227,8.83
54.218.59.224,443,443,true,PDX,North America,US,Portland,424,8.83
54.218.161.99,443,443,true,SEA,North America,US,Seattle,255,8.83
54.202.82.209,443,443,true,PDX,North America,US,Portland,276,8.83
35.86.89.100,443,443,true,SEA,North America,US,Seattle,262,8.83
34.222.135.251,443,443,true,PDX,North America,US,Portland,339,8.83
54.188.53.181,443,443,true,SEA,North America,US,Seattle,295,8.82
44.243.212.167,443,443,true,SEA,North America,US,Seattle,265,8.82
54.202.7.106,443,443,true,SEA,North America,US,Seattle,275,8.82
44.243.17.25,443,443,true,PDX,North America,US,Portland,353,8.82
54.218.27.46,443,443,true,PDX,North America,US,Portland,314,8.82
3.101.63.86,443,443,true,SJC,North America,US,San Jose,369,8.82
47.129.172.30,443,443,true,SIN,Asia Pacific,SG,Singapore,246,8.82
54.214.140.242,443,443,true,PDX,North America,US,Portland,301,8.81
44.242.207.232,443,443,true,PDX,North America,US,Portland,240,8.81
54.202.153.192,443,443,true,SEA,North America,US,Seattle,257,8.80
54.200.159.196,443,443,true,PDX,North America,US,Portland,418,8.80
18.192.62.218,443,443,true,FRA,Europe,DE,Frankfurt,301,8.80
35.165.226.0,443,443,true,SEA,North America,US,Seattle,265,8.80
18.237.88.217,443,443,true,SEA,North America,US,Seattle,328,8.79
35.161.25.107,443,443,true,SEA,North America,US,Seattle,346,8.79
35.93.135.252,443,443,true,SEA,North America,US,Seattle,253,8.79
34.219.75.75,443,443,true,PDX,North America,US,Portland,366,8.79
54.245.158.32,443,443,true,PDX,North America,US,Portland,304,8.79
34.221.148.95,443,443,true,SEA,North America,US,Seattle,298,8.78
3.149.244.197,443,443,true,IAD,North America,US,Ashburn,242,8.78
3.79.92.152,2053,443,true,FRA,Europe,DE,Frankfurt,298,8.78
54.244.192.118,443,443,true,PDX,North America,US,Portland,261,8.78
3.101.133.120,80,443,true,SJC,North America,US,San Jose,237,8.78
54.176.205.20,80,443,true,SJC,North America,US,San Jose,402,8.78
54.200.244.93,443,443,true,SEA,North America,US,Seattle,372,8.78
52.88.84.7,443,443,true,SEA,North America,US,Seattle,328,8.77
34.220.171.252,443,443,true,SEA,North America,US,Seattle,245,8.77
35.87.154.39,443,443,true,SEA,North America,US,Seattle,370,8.77
34.217.67.240,443,443,true,PDX,North America,US,Portland,321,8.76
54.193.104.34,80,443,true,SJC,North America,US,San Jose,365,8.76
54.187.212.113,2053,443,true,PDX,North America,US,Portland,290,8.76
34.220.181.38,443,443,true,SEA,North America,US,Seattle,394,8.76
34.219.48.248,443,443,true,SEA,North America,US,Seattle,265,8.76
54.69.199.103,443,443,true,PDX,North America,US,Portland,293,8.76
34.222.150.68,443,443,true,SEA,North America,US,Seattle,263,8.75
52.42.139.176,443,443,true,SEA,North America,US,Seattle,254,8.75
35.95.42.152,443,443,true,SEA,North America,US,Seattle,348,8.75
34.222.14.213,443,443,true,SEA,North America,US,Seattle,302,8.75
34.219.67.96,443,443,true,SEA,North America,US,Seattle,338,8.75
34.220.168.175,443,443,true,SEA,North America,US,Seattle,368,8.75
34.220.229.106,443,443,true,SEA,North America,US,Seattle,293,8.75
34.212.25.147,443,443,true,SEA,North America,US,Seattle,263,8.75
52.32.174.185,443,443,true,SEA,North America,US,Seattle,319,8.75
34.219.144.241,443,443,true,SEA,North America,US,Seattle,300,8.75
